epoch,train_mse
1,11.767926
2,5.243443
3,2.569903
4,2.065372
5,1.453080
6,1.232131
7,1.099466
8,1.013296
9,0.941395
10,0.883149
11,0.831304
12,0.778494
13,0.727528
14,0.680489
15,0.634609
16,0.589759
17,0.538374
18,0.489648
19,0.444885
20,0.403610
