epoch,train_mse
1,8.820739
2,3.230118
3,1.841136
4,1.072761
5,0.765288
6,0.650857
7,0.564520
8,0.485261
9,0.413390
10,0.356539
11,0.312670
12,0.270000
13,0.234719
14,0.212978
15,0.198558
16,0.188017
17,0.173685
18,0.171723
19,0.164642
20,0.160424
21,0.157862
22,0.161398
23,0.149308
24,0.152382
25,0.150210
26,0.146556
27,0.145891
28,0.152583
29,0.149226
30,0.145757
