epoch,train_mse
1,10.678343
2,4.120859
3,2.538242
4,1.989637
5,1.452818
6,1.245452
7,1.108992
8,1.015734
9,0.938583
10,0.867465
11,0.800445
12,0.737558
13,0.677577
14,0.623881
15,0.573978
16,0.519472
17,0.470168
18,0.425437
19,0.385249
20,0.352005
