epoch,train_mse
1,5.495718
2,3.488776
3,2.666702
4,2.242326
5,2.048362
6,1.704202
7,1.516380
8,1.283387
9,1.416269
10,1.048343
11,0.916290
12,0.895019
13,0.743478
14,0.663638
15,0.645125
16,0.588610
17,0.534067
18,0.503163
19,0.500090
20,0.449005
21,0.398076
22,0.366975
23,0.342508
24,0.341925
25,0.522513
26,0.392831
27,0.439705
28,0.344321
29,0.253850
30,0.238824
