epoch,train_mse
1,9.262228
2,3.062339
3,1.649704
4,0.944093
5,0.732942
6,0.624054
7,0.539829
8,0.464384
9,0.393008
10,0.336708
11,0.289865
12,0.250578
13,0.221885
14,0.201742
15,0.188161
16,0.178918
17,0.172722
18,0.168528
19,0.165150
20,0.162648
21,0.160208
22,0.158349
23,0.156596
24,0.155001
25,0.153391
26,0.151891
27,0.150541
28,0.149218
29,0.148300
30,0.147087
