epoch,train_mse
1,51.824256
2,4.096648
3,2.156405
4,1.465578
5,1.208301
6,1.076447
7,0.901476
8,0.748223
9,0.731405
10,0.544262
11,0.460560
12,0.409295
13,0.357470
14,0.300337
15,0.267216
16,0.239864
17,0.229090
18,0.207444
19,0.202880
20,0.182906
21,0.167833
22,0.160899
23,0.147980
24,0.143241
25,0.219447
26,0.167714
27,0.143161
28,0.126310
29,0.116626
30,0.106711
